title,title-en,category,region,position,website,address,desc-fr,desc-en,wiki-fr,wiki-en,popularity,credit-desc-fr,credit-desc-en
Baie de Vauville,,nature,bassenormandie,"[49.6093806,-1.84137409999994]",,50440 La Hague,"La réserve naturelle nationale de la mare de Vauville (RNN30) est une réserve naturelle nationale située en Normandie. Classée en 1976, elle occupe une surface de 60 hectares et protège une grande mare de 2 km de long séparée de la mer par une étroit cordon dunaire.",,5580563,,1,Wikipédia : Réserve naturelle nationale de la mare de Vauville,
Saint-Jean-de-Luz,Saint-Jean-de-Luz,city,aquitaine,"[43.388051,-1.66305499999999]",,64500 Saint-Jean-de-Luz,"Saint-Jean-de-Luz (en basque Donibane Lohizune) est une commune française située dans le département des Pyrénées-Atlantiques, en région Nouvelle-Aquitaine.
Le gentilé est Luzien (ou Donibandar en basque).","Saint-Jean-de-Luz (French pronunciation: ​[sɛ̃ ʒɑ̃ d(ə) lyz]; Basque: Donibane Lohizune) is a commune in the Pyrénées-Atlantiques department in south-western France.
Saint-Jean-de-Luz is part of the Basque province of Labourd (Lapurdi).",139383,992965,1,Wikipédia : Saint-Jean-de-Luz,Wikipédia : Saint-Jean-de-Luz
"Vesunna, musée gallo-romain",Vesunna Gallo-Roman Museum,museum,aquitaine,"[45.179562,0.713211000000001]",www.perigueux-vesunna.fr,"Parc de Vésone, 20 Rue 26ème Régiment d'Infanterie, 24000 Périgueux","Le musée Vesunna est un musée d'archéologie de Périgueux, situé dans le département français de la Dordogne. Les vestiges gallo-romains par-dessus lesquels il a été construit font l'objet d'une protection au titre des monuments historiques.","The Vesunna Gallo-Roman Museum is a museum of Gallo-Roman art and archaeology in the town of Périgueux, located in the French department of the Dordogne. The Gallo-Roman ruins covered by a glass museum was constructed to protect a historical monument of France.",6463010,47333550,1,Wikipédia : Musée Vesunna,Wikipédia : Vesunna Gallo-Roman Museum
Bar-le-Duc,Bar-le-Duc,city,lorraine,"[48.773605,5.15823799999998]",www.barleduc.fr,55000 Bar-le-Duc,"Bar-le-Duc (prononcé [baːʁlədyk]) est une commune française située dans le département de la Meuse, en région Grand Est. Elle se trouve dans la région historique et culturelle de Lorraine.
L'existence de l'agglomération remonte à l'Antiquité où elle est un relais le long de la voie romaine reliant Reims à Metz. Capitale du comté puis du duché de Bar, Bar-le-Duc devient l'une des principales citadelles lorraines, se développant à la fois au fond de la vallée, le long des berges de l'Ornain, et sur le plateau du versant gauche, autour du château du Moyen Âge. Après son rapprochement avec le duché de Lorraine à la fin du XVe siècle, elle connaît une période culturelle et architecturale prospère durant toute la Renaissance. Mais à cause des positions anti-françaises de son duc, la ville se voit dépouillée en 1670 d'une partie de ses fortifications et de son château par le roi de France Louis XIV, et le duché finit par être rattaché au royaume de France en 1766. Ancien chef-lieu de bailliage, la ville est également le point de départ de la « Voie sacrée », route stratégique qui, lors de la Première Guerre mondiale, permet de ravitailler Verdun lors de la bataille homonyme de 1916.
Située à l'écart des grands axes routiers, Bar-le-Duc n'a pas autant bénéficié de la révolution industrielle que les autres communes lorraines, elle est devenue au XXIe siècle une ville administrative. Deuxième ville du département après Verdun en termes de population, elle ne cesse de voir diminuer son nombre d'habitants depuis les années 1980, et se retrouve dans la diagonale du vide. Depuis plusieurs années, la commune a donc choisi de développer son tourisme grâce au riche patrimoine hérité de son histoire. Elle est la seule « Ville d'art et d'histoire » de Lorraine avec Metz, plusieurs édifices sont répertoriés aux monuments historiques, et le secteur sauvegardé de la Ville Haute possède un remarquable quartier de style Renaissance.
Surnommée en conséquence la « Belle Endormie », elle reste cependant le pôle urbain principal du sud meusien, chef-lieu du pays Barrois et de la communauté d'agglomération Bar-le-Duc Sud Meuse.","Bar-le-Duc (French pronunciation: ​[baʁ lə dyk]), formerly known as Bar, is a commune in the Meuse département, of which it is the capital. The department is in Grand Est in northeastern France.
The lower, more modern and busier part of the town extends along a narrow valley, shut in by wooded or vine-clad hills, and is traversed throughout its length by the Ornain, which is crossed by several bridges. It is limited towards the north-east by the Marne–Rhine Canal, on the south-west by a small arm of the Ornain, called the Canal des Usines, on the left bank of which the upper town (Ville Haute) is situated.The highly rarefied Bar-le-duc jelly, also known as Lorraine jelly, is a spreadable preparation of white currant or red currant fruit preserves, hailing from this town. First referenced in the historical record in 1344, it is also colloquially referred to as ""Bar caviar"".",36619,638328,1,Wikipédia : Bar-le-Duc,Wikipédia : Bar-le-Duc
Loubressac,Loubressac,city,midi,"[44.871154,1.80383200000006]",,46130 Loubressac,"Loubressac est une commune française, située dans le département du Lot en région Occitanie.
Ses habitants sont appelés les Loubressacois(es).","Loubressac is a commune in the Lot department in south-western France.
The 1973 movie Quelques messieurs trop tranquilles, directed by Georges Lautner, is set in Loubressac.
Loubressac is the location of the Roman Catholic church Église Saint-Jean-Baptiste or St. John the Baptist Church.",474162,12942197,1,Wikipédia : Loubressac,Wikipédia : Loubressac
Côte d'Argent,Côte d'Argent,nature,aquitaine,"[43.5108537,-1.53485750000004]",,"3 Avenue de Bayonne, 64600 Anglet","La Côte d'Argent désigne une partie du littoral néo-aquitain dans le Sud-Ouest de la France, s'étendant le long des Landes de Gascogne, de l'estuaire de la Gironde (au sud de la Côte de Beauté) à celui de l'Adour (porte de la côte basque). C'est une côte rectiligne, sablonneuse, baignée par l'océan Atlantique qui déferle en puissants rouleaux, induisant la fréquentation des surfeurs. Elle est bordée de hautes dunes (les plus hautes d'Europe), fixées par une forêt de pins maritimes (forêt des Landes) et abritant de nombreux lacs et étangs. Le sable apporté par la mer est de 15 à 18 m3 par mètre de côte et par an. Selon les variations des courants marins et dans une moindre mesure l'élévation du niveau de la mer liée au réchauffement climatique, c'est aussi une zone particulièrement vulnérable à l'aléa « érosion du trait de côte ».","Côte d’Argent (French pronunciation: ​[kot daʁʒɑ̃], meaning Silver Coast) is a tourist name given to a section of the French Atlantic coast.",609236,12894119,1,Wikipédia : Côte d'Argent,Wikipédia : Côte d'Argent
Phare d'Eckmühl,Phare d'Eckmühl,historical,bretagne,"[47.7980442,-4.372794]",,"Place du Maréchal Davout, 29760 Penmarch","Le phare d'Eckmühl est un phare maritime situé sur la pointe de Saint-Pierre, à Penmarc'h, dans le Finistère en France. Il mesure plus de 60 mètres de haut. Il a été inauguré le 17 octobre 1897 et doit son nom au titre de noblesse de la donatrice qui l'a en grande partie financé. Il sécurise l'une des côtes les plus dangereuses de France en raison de ses nombreux récifs.
Ses murs sont entièrement bâtis en pierre de Kersanton et la paroi interne de sa cage d'escalier est recouverte de plaques d'opaline. C'est aujourd'hui l'un des monuments les plus visités du Finistère.
Le phare fait l’objet d'une inscription au titre des monuments historiques depuis le 26 septembre 2005 et d’un classement depuis le 23 mai 2011.","The Phare d'Eckmühl, also known as Point Penmarc'h Light or Saint-Pierre Light, is an active lighthouse in Penmarc'h, Finistère department, Brittany, France.  At a height of 213 feet (65 m) it is one of the tallest lighthouses in the world. It is located at the port of Saint-Pierre, on Point Penmarc'h, on the southwestern corner of Finistère and the northwestern entrance to the Bay of Biscay.

The tower was built following a decision on  April 3, 1882 to modernize the coastal lighthouses and raise the focal height of the Penmarc'h lighthouse, built in 1835, to 60m. However, engineers reported that the old tower could not support such an extension, so in 1890 it was decided to build a new lighthouse, the plans of which were completed on  April 3, 1882. Funding came unexpectedly on  9 December 1892 when Adélaïde-Louise Davout, Marquise de Blocqueville, left substantial funds for the new tower in her will, provided the lighthouse was dedicated to the memory of her father, the general Louis Nicolas Davout, who was ""Prince d'Eckmühl"", a title he won after the Battle of Eckmühl. The tower was inaugurated on October 23, 1897.
The centennial of the lighthouse was celebrated in 1997.The tower is open to the public. Reaching the top takes climbing 307 steps, 227 stone steps followed by an iron staircase.",114938,4642491,1,Wikipédia : Phare d'Eckmühl,Wikipédia : Phare d'Eckmühl
Fêtes De Bayonne,Fêtes de Bayonne,event,aquitaine,"[43.4933617,-1.47515859999999]",http://m.fetes.bayonne.fr/,64100 Bayonne,"Les Fêtes de Bayonne (Baionako Festak en basque, Las Hèstas de Baiona en occitan), sont une période de fête dans la ville de Bayonne (Pyrénées-Atlantiques) qui commence le mercredi qui précède le premier week-end du mois d'août (normalement le premier mercredi du mois d'août mais le début a été avancé depuis quelques années en raison d'une affluence devenue trop importante) et se termine le dimanche suivant (en cas de week-end à cheval sur les deux mois, elles s'achèveront toujours le premier dimanche d'août). En 2004, ces fêtes réunissaient entre 1,3 et 1,5 million de visiteurs, faisant de ces fêtes les plus importantes de France. La tenue de rigueur est blanche, accompagnée d'un foulard et d'une ceinture rouge (cinta, zinta ou faja). Cette tenue, non traditionnelle de la région, provient en fait de la province basque de Navarre en Espagne. La pratique festive des fêtes de Bayonne est inscrite à l'Inventaire du patrimoine culturel immatériel français.
La ville est membre de l'Union des villes taurines françaises. Durant les fêtes, deux corridas ont lieu.","The fêtes de Bayonne is a feria consisting in a series of festivals in the Northern Basque Country in the town of Bayonne, France. The festival lasts 5 days and always starts the Wednesday before the first Sunday of August. It is the largest festival in France. In the eighties, participants started to dress in white with a red scarf and a red belt after the colours of the city of Pamplona. Some rare purists prefer to wear blue and white, colours of the city of Bayonne.
The festivals include musical and street performances, traditional dances, parades, and fireworks.
Origin:
The first ""Fêtes de Bayonne"" called ""The big summer festival"" took place on July 13, 1932. It was instigated by a group of friends belonging to the Aviron Bayonnais rugby team. 
They wanted to create in Bayonne, celebrations similar to those of San Fermin in Pamplona, Spain (famous for their Running of the Bulls).",347963,2401868,1,Wikipédia : Fêtes de Bayonne,Wikipédia : Fêtes de Bayonne
Autoire,Autoire,city,midi,"[44.853672,1.81983100000002]",,46400 Autoire,"Autoire est une commune française, située dans le département du Lot en région Occitanie.",Autoire (Languedocien: Altoire) is a commune in the Lot department in southwestern France.,474003,12942203,1,Wikipédia : Autoire,Wikipédia : Autoire
Micropolis Cité des Insectes,Micropolis (La Cité des Insectes),museum,midi,"[44.215092,2.98879399999998]",www.micropolis-aveyron.com,"Le Bourg, 12780 Saint-Léons","Micropolis, la cité des insectes est un espace consacré à la sensibilisation au monde des insectes situé sur le Lévézou, à Saint-Léons, à 15 minutes de Millau et 5 minutes de l'A75 (sortie 44-1). 
Le parc a été inspiré par l'entomologiste Jean-Henri Fabre, né dans le village de Saint-Léons et par l'élan du film Microcosmos.
Il contient de vastes espaces extérieurs, notamment une promenade intitulée ""le carnaval des insectes"" qui est à la fois un espace d'observation de la nature avec un merveilleux panorama sur le mont seigne (1 128 m - 2e sommet du Lévézou) et un espace ludique et onirique d'évocation des insectes à travers 11 stations figuratives qui présentent des insectes géants.
Des aires de pique-nique et de jeux complètent l'extérieur.
Dans le bâtiment couvert, vous trouverez 15 salles qui sont réparties sur 2 400 m2 qui présentent des animaux vivants (fourmis, abeilles, phasmes...) ou naturalisés ainsi que de nombreuses médiations et cartels qui permettent de généraliser la connaissance des insectes en répondant aux questions :

Qu’est ce qu’un insecte ?
Comment vivent-ils en société ?
Quelles relations se créent entre plantes et insectes, entre hommes et insectes ?
Que voient-ils ?
Que sentent-ils ?Au long de la journée, vous pourrez assister à des animations présentées par un guide ou prolonger dans l'univers 3D des films présentés au cinéma. Un des films traite des abeilles ; l'autre est une évocation plus dynamique et modernisée d'une observation des pompiles par Jean-Henri Fabre.
Un espace bar-restaurant avec vue panoramique vient compléter la découverte du terroir (les produits locaux sont mis à l'honneur) et la journée agréable à la découverte des insectes qui nous entourent.","Micropolis, la cité des insectes (city of insects) is situated in the Lévézou region of France, at Saint-Léons, near Millau.  Micropolis is a museum dedicated to entomologist Jean-Henri Fabre and inspired by the film, Microcosmos.
Micropolis is also a scientific centre with an experimental station on biodiversity.",987304,7712456,1,"Wikipédia : Micropolis, la cité des insectes",Wikipédia : Micropolis (La Cité des Insectes)
Les Tours de Merle,Tours de Merle,historical,limousin,"[45.0641872,2.07454899999993]",www.toursdemerle.fr,"Les Tours de Merle, 19220 Saint-Geniez-ô-Merle","Les Tours de Merle sont un ensemble de maisons fortes formant un castrum (place fortifiée) des XIIe et XVe siècles, qui se dressent sur la commune de Saint-Geniez-ô-Merle dans le département de la Corrèze, en région Nouvelle-Aquitaine. Elles furent le centre d'une co-seigneurie et d'une châtellenie.
Les restes du château font l’objet d’un classement au titre des monuments historiques par arrêté du 30 juillet 1927.","The Tours de Merle (English, Towers of Merle) are the ruins of a castle in the commune of Saint-Geniez-ô-Merle, in the Corrèze département of France.
A feudal fortress from the twelfth and fifteenth centuries, which was subject of a classification as a historic monument since July 30, 1927.
In the fourteenth century, Merle included seven castles, two chapels and village, owned by seven noblemen from Merles.
During the Hundred Years' War, the English took one of the towers and a castle in 1371.
In 1574 the Calvinists took the citadel, where they established a garrison, they were driven out two years later by the co-lords. But the fortress was abandoned by those who preferred to live in places that were more pleasant and certainly more accessible.",1818149,16289595,1,Wikipédia : Tours de Merle,Wikipédia : Tours de Merle
Saint-Cirq-Lapopie,Saint-Cirq-Lapopie,city,midi,"[44.464672,1.66903200000002]",,46330 Saint-Cirq-Lapopie,"Saint-Cirq-Lapopie (en occitan Sent Circ de la Pòpia) est une commune française, située dans le département du Lot dans la région Occitanie, en Quercy.
Ses habitants sont appelés les Saint-Cirquois.","Saint-Cirq-Lapopie is a commune in the Lot department in south-western France. It is a member of the Les Plus Beaux Villages de France (The most beautiful villages in France) association.
Its position on a steep cliff 100m above the river, originally selected for defence, has helped make the town one of the most popular tourist destinations in the department, and the entire town is almost a museum. After being 'discovered' by the Post-Impressionist Henri Martin it became popular with other artists and the home of the writer André Breton.",97228,2849711,1,Wikipédia : Saint-Cirq-Lapopie,Wikipédia : Saint-Cirq-Lapopie
Castres,Castres,city,midi,"[43.606214,2.24129500000004]",,81100 Castres,"Castres est une commune française, unique sous-préfecture du département du Tarn et chef-lieu de l'arrondissement de Castres, en région Occitanie.
Castres est généralement connue comme le lieu de naissance de Jean Jaurès, célèbre responsable socialiste du tournant des XIXe et XXe siècles. La commune l'est aussi pour son musée consacré au sculpteur et peintre Francisco Goya.
La cathédrale Saint-Benoît, siège épiscopal de l'ancien diocèse de Castres, est aujourd’hui la plus importante des églises de Castres ; datant seulement des XVIIe et XVIIIe siècles, elle est classée monument historique depuis 1953.
L'hôtel de ville occupe l'ancien palais épiscopal, conçu au XVIIe siècle par le célèbre architecte Jules Hardouin-Mansart (l'architecte de Versailles), et terminé par le Jardin de l'Évêché conçu par Le Nôtre (concepteur des jardins de Versailles). Près du palais, la tour Saint-Benoît, d'architecture romane, est le seul vestige de la vieille abbaye bénédictine.
La ville possède quelques hôtels particuliers du XVIe et XVIIe siècles, dont l'hôtel de Nayrac, datant de la Renaissance.
La ville est aussi connue pour son équipe de rugby, le Castres olympique (le « CO »), évoluant en Championnat de France, et surtout pour les laboratoires pharmaceutiques Pierre Fabre (sponsor historique du club de rugby).","Castres (French pronunciation: ​[kastʁ]; Castras in the Languedocian dialect of Occitan) is a commune, and arrondissement capital in the Tarn department and Occitanie region in southern France. It lies in the former French province of Languedoc.
Castres is (after Toulouse, Tarbes and Albi) the fourth largest industrial centre of the predominantly rural Midi-Pyrénées région and the largest in that part of Languedoc lying between Toulouse and Montpellier.
Castres is noted for being the birthplace of the famous socialist leader Jean Jaurès and home to the important Goya Museum of Spanish painting.",24135,894251,1,Wikipédia : Castres,Wikipédia : Castres
Musée de l'Image,Musée de l'image,museum,lorraine,"[48.1841894,6.44647310000005]",www.museedelimage.fr,"42 Quai de Dogneville, 88000 Épinal","Le musée de l'Image est un musée municipal créé en mai 2003 au 42, quai de Dogneville à Épinal dans les Vosges, où est conservée l'une des plus importantes collections d'images populaires françaises et étrangères du XVIIe siècle à nos jours. Labellisé musée de France et abritant cette collection de 100 000 images, il fait partie du site Cité de l'Image comprenant également l'imagerie d'Épinal fondée par Jean-Charles Pellerin dont il détient les fonds.","The Musée de l'image  is a museum in Épinal, Vosges, France. It contains over 110,000 images.",383159,27578308,1,Wikipédia : Musée de l'image,Wikipédia : Musée de l'image
Château de Vaux le Vicomte,Vaux-le-Vicomte,historical,iledefrance,"[48.565812,2.71413499999994]",www.vaux-le-vicomte.com,77950 Maincy,"Le château de Vaux-le-Vicomte, situé sur le territoire de la commune française de Maincy (Seine-et-Marne), à 50 km au sud-est de Paris, près de Melun est un château du XVIIe siècle (1658-1661), construit pour le surintendant des finances de Louis XIV, Nicolas Fouquet.
Ce dernier fit appel aux meilleurs artistes de l'époque pour bâtir ce château : l'architecte Louis Le Vau, premier architecte du roi (1656), le peintre Charles Le Brun, fondateur de l'Académie de peinture (1648), le paysagiste André Le Nôtre, contrôleur général des bâtiments du roi (1657) et le maître-maçon Michel Villedo. Leurs talents avaient déjà été réunis par le jeune Louis XIV pour construire des ailes au château de Vincennes en 1651-1653. Le roi refera appel à eux pour construire le château de Versailles, celui de Vaux-le-Vicomte servant alors de modèle.
Le château, chef-d'œuvre de l'architecture classique du milieu du XVIIe siècle, est aujourd’hui la plus importante propriété privée de France classée au titre des monuments historiques, depuis son achat en juillet 1875 par Alfred Sommier qui y fit œuvre de mécène, poursuivie par ses descendants. Il représente aujourd'hui un budget annuel de 8 millions d'euros, emploie 75 salariés à temps plein et transmet chaque année à plus de 300 000 visiteurs l'expérience du Grand Siècle français.","The Château de Vaux-le-Vicomte is a Baroque French château located in Maincy, near Melun, 55 kilometres (34 mi) southeast of Paris in the Seine-et-Marne département of France.
Built between 1658 to 1661 for Nicolas Fouquet, Marquis de Belle Île, Viscount of Melun and Vaux, the superintendent of finances of Louis XIV, the château was an influential work of architecture in mid-17th-century Europe. At Vaux-le-Vicomte, the architect Louis Le Vau, the landscape architect André le Nôtre, and the painter-decorator Charles Le Brun worked together on a large-scale project for the first time. Their collaboration marked the beginning of the ""Louis XIV style"" combining architecture, interior design and landscape design.  The garden's pronounced visual axis is an example of this style.",117003,102669,1,Wikipédia : Château de Vaux-le-Vicomte,Wikipédia : Vaux-le-Vicomte
Ossuaire de Douaumont,Douaumont Ossuary,historical,lorraine,"[49.2074232,5.42457089999994]",www.verdun-douaumont.com,55100 Douaumont,"L'ossuaire de Douaumont est un monument à la mémoire des soldats de la bataille de Verdun de 1916, situé à la limite des communes de Douaumont-Vaux et Fleury-devant-Douaumont, à quelques kilomètres de Verdun, dans le département de la Meuse en région Grand Est.
L'ossuaire est conçu au lendemain de l'armistice de 1918 à l'initiative de Mgr Charles Ginisty, évêque de Verdun. Inauguré le 7 août 1932 par le président de la République, il abrite les restes de 130 000 soldats inconnus, Français et Allemands. Il est le lieu d'un des symboles de l'amitié franco-allemande : la poignée de main de François Mitterrand et Helmut Kohl le 22 septembre 1984. Il est classé aux monuments historiques le 2 mai 1996.
En face de l'ossuaire, la nécropole nationale de Douaumont rassemble 16 142 tombes de soldats français, majoritairement catholiques, dont un carré de 592 stèles de soldats musulmans. Le cimetière militaire contient également deux mémoriaux respectivement consacrés aux soldats de confessions juive et musulmane.","The Douaumont ossuary (French: L'ossuaire de Douaumont) is a memorial containing the skeletal remains of soldiers who died on the battlefield during the Battle of Verdun in World War I. It is located in Douaumont, France, within the Verdun battlefield. It was built on the initiative of Charles Ginisty, Bishop of Verdun. It has been designated a ""nécropole nationale"" (French for a ""national necropolis"").",163789,3877089,1,Wikipédia : Ossuaire de Douaumont,Wikipédia : Douaumont Ossuary
La Cité de Pierres à Montpellier-le-Vieux,Chaos de Montpellier-le-Vieux,nature,midi,"[44.1406147,3.20250220000003]",www.lacitedepierres.com,"Le Maubert, 12100 Millau","Le chaos de Montpellier-le-Vieux est un chaos rocheux ruiniforme du causse Noir, bordé au sud par les gorges de la Dourbie, situé au nord-est de Millau et du viaduc de Millau, sur la commune de La Roque-Sainte-Marguerite. Le chaos est un site naturel classé.
Ces reliefs ruiniformes se sont formés dans les calcaires dolomitiques du causse et couvrent une surface d'environ 120 hectares.
Appelé à l'origine Lo clapàs vièlh (le tas de pierre vieux, en rouergat), il devient Montpellier-le-Vieux lorsque Édouard Martel l'explore en 1883-1884 car « Lo Clapàs » est l'appellation populaire que les Montpelliérains donnent à leur cité par référence à son vieux centre de pierres calcaires.","The Chaos de Montpellier-le-Vieux is a 120-hectare (297-acre) blockfield at the southern edge of the Causse Noir, above the Gorges de la Dourbie, north-east of Millau and its famous viaduct, in the commune of La Roque-Sainte-Marguerite, Aveyron, France.
The rocks consist of dolomite.",1235423,32954910,1,Wikipédia : Chaos de Montpellier-le-Vieux,Wikipédia : Chaos de Montpellier-le-Vieux
Cadillac,"Cadillac, Gironde",city,aquitaine,"[44.637022,-0.320480999999972]",,33410 Cadillac,"Cadillac (Cadilhac en gascon) est une commune du Sud-Ouest de la France, située dans le département de la Gironde, en région Nouvelle-Aquitaine.  
Ses habitants sont appelés les Cadillacais.
Situé dans une région viticole bénéficiant d'un label (Bordeaux AOC), le vignoble de Cadillac produit un vin réputé. Théâtre d'une riche histoire depuis le XIIIe siècle, Cadillac  a récemment rendu hommage à un enfant du pays, le bienheureux Jean-Joseph Lataste (1832-1869), béatifié le 3 juin 2012 par le pape Benoît XVI.",Cadillac (Occitan: Cadilhac) is a commune in the Gironde department in Nouvelle-Aquitaine in southwestern France.,51213,3466146,1,Wikipédia : Cadillac (Gironde),"Wikipédia : Cadillac, Gironde"
Grand Palais,Grand Palais,museum,iledefrance,"[48.8661091,2.31245439999998]",www.grandpalais.fr,"3 Avenue du Général Eisenhower, 75008 Paris","Le Grand Palais est un monument parisien situé en bordure des Champs-Élysées, face au Petit Palais, dont il est séparé par l'avenue Winston-Churchill dans le 8e arrondissement. Ses 77 000 m2 abritent régulièrement salons et expositions prestigieuses.","The Grand Palais des Champs-Élysées, commonly known as the Grand Palais (English: Great Palace), is a large historic site, exhibition hall and museum complex located at the Champs-Élysées in the 8th arrondissement of Paris, France. Construction of the Grand Palais began in 1897 following the demolition of the Palais de l'Industrie (Palace of Industry) as part of the preparation works for the Universal Exposition of 1900, which also included the creation of the adjacent Petit Palais and Pont Alexandre III. It has been listed since 2000 as a monument historique by the French Ministry of Culture.The structure was built in the style of Beaux-Arts architecture as taught by the École des Beaux-Arts of Paris. The building reflects the movement's taste for ornate decoration through its stone facades, the formality of its floor planning and the use of techniques that were innovative at the time, such as its glass vault, its structure made of iron and light steel framing, and its use of reinforced concrete.",135680,2730731,1,Wikipédia : Grand Palais (Paris),Wikipédia : Grand Palais
Château de Montaigut,Château de Montaigut,historical,midi,"[43.885397,2.88030600000002]",www.chateau-de-montaigut.com,"Montégut, 12360 Gissac","Le château de Montaigut est un château fort dominant le Rougier de Camarès et dépendant de la commune de Gissac, en Aveyron.","The Château de Montaigut is a castle in the French commune of Gissac in the département of Aveyron.
The first traces of the Château de Montaigut date from the 10th century.  Built on a rocky outcrop dominating the valley of the Dourdou de Camarès river, it defended the town of Saint-Affrique against attacks from the south. Enlarged and transformed in the 15th century by the Blanc family, it was restored several times before falling into ruin. The association Amis du château de Montaigut, which took ownership in 1968, undertook a massive restoration. The castle was finally saved in 1989.
The castle is built on a Middle Ages necropolis.
The castle has beautiful vaulted rooms served by a spiral staircase, a cellar, a cistern carved in the rock, a guard room and prison, bedrooms and kitchens. Visitors can admire 17th century plasterworks.
Today, the castle has become a permanent centre for cultural events. The Château de Montaigut is one of a group of 23 castles in Aveyron which have joined together to provide a tourist itinerary as the Route des Seigneurs du Rouergue. It is listed as a monument historique by the French Ministry of Culture.",1103720,8547297,1,Wikipédia : Château de Montaigut,Wikipédia : Château de Montaigut
Saint-Guilhem-le-Désert,Saint-Guilhem-le-Désert,city,languedoc,"[43.734434,3.54901500000005]",,34150 Saint-Guilhem-le-Désert,"Saint-Guilhem-le-Désert ou Sant Guilhèm dau Desèrt en languedocien est une commune située dans le département de l'Hérault en Languedoc-Roussillon, région Occitanie, classée parmi « Les plus beaux villages de France »,.
Ses habitants sont appelés les Sauta Ròcs (les Saute Rochers).","Saint-Guilhem-le-Désert (Occitan: Sant Guilhèm dau Desèrt) is a commune in the Hérault department in the Occitanie region in southern France.  Situated in the narrow valley of the Gellone river where it meets the steep-sided gorge of the Hérault River, Saint-Guilhem-le-Désert is essentially a medieval village located on the Chemin de St-Jacques (Way of St. James) pilgrim route to Santiago de Compostella.",73897,2583114,1,Wikipédia : Saint-Guilhem-le-Désert,Wikipédia : Saint-Guilhem-le-Désert
Château de Châlucet,Château de Châlucet,historical,limousin,"[45.732222,1.31111099999998]",www.chalucet.com,"Lieu Dit Chalusset, 87260 Saint-Jean-Ligoure","Le château de Châlucet (ou Chalusset), dominant la confluence de la Briance et de la Ligoure, est situé à Saint-Jean-Ligoure à environ 10 km au sud de Limoges en Haute-Vienne.
Le Conseil départemental de la Haute-Vienne, propriétaire depuis 1996 de cette forteresse classée monument historique, ainsi que du parc forestier du domaine de Ligoure qui l'entoure, a lancé un vaste programme de sauvegarde et de mise en valeur du site, afin d'en faire un lieu culturel et touristique.","The Château de Châlucet (sometimes written as Chalusset), a ruined castle, is in the commune of Saint-Jean-Ligoure, about 10 km to the south of Limoges, in the département of Haute-Vienne, and less than 2 km from the Pôle de Lanaud.
The ruins dominate the confluence of the rivers Briance and Ligoure.",918146,9019456,1,Wikipédia : Château de Chalucet,Wikipédia : Château de Châlucet
Musée Fabre,Musée Fabre,museum,languedoc,"[43.6117463,3.88018880000004]",museefabre.montpellier3m.fr,"39 Boulevard Bonne Nouvelle, 34000 Montpellier","Le musée Fabre est le principal musée d'art de Montpellier. Il est créé à la suite d'une proposition en 1824 du baron François-Xavier Fabre(1766-1837), peintre et collectionneur, de faire don à la ville de ses collections, à condition qu’elles soient à l'origine d’un musée. Le maire de l'époque, Ange-Jean-Michel-Bonaventure Marquis de Dax d’Axat, premier président de la Société des Beaux-Arts de Montpellier et ami du baron Fabre, est aussi un amateur d’art. Il sera l'initiateur de la création du musée. En janvier 1825 il réunit un conseil municipal extraordinaire au cours duquel la donation est validée par un vote unanime. Après trois ans de travaux financés par la municipalité, le musée ouvre ses portes le 3 décembre 1828. Le Musée Fabre est l'un des plus importants musées de province en France. Il a le statut de musée de France, au sens de la loi n° 2002-5 du 4 janvier 2002.","The Musée Fabre is a museum in the southern French city of Montpellier, capital of the Hérault département.
The museum was founded by François-Xavier Fabre, a Montpellier painter, in 1825. Beginning in 2003, the museum underwent a 61.2 million euro renovation, which was completed in January 2007. It is one of the main sights of Montpellier and close to the city's main square, the Place de la Comédie. The museum's national importance is recognised by it being classified as a Musée de France by the Ministry of Culture (France).",745537,7336687,1,Wikipédia : Musée Fabre,Wikipédia : Musée Fabre
